ID,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,Salary,conscientiousness,openess_to_experience,openess_to_experience
601131,m,88,cbse,2016,78,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,87.9,272,0,Punjab,2021,545,605,575,0.824666401,756000,-3.0315,-1.6273,-1.6273
1199988,m,80.8,state board,2018,81.5,state board,12867,2,B.Tech/B.E.,computer science & engineering,74,12867,0,Andhra Pradesh,2022,560,455,405,0.23780284,180000,1.9953,0.8637,0.8637
324330,m,77.6,maharastra board,2016,59,maharashtra board,993,2,B.Tech/B.E.,information technology,58.66,993,1,Maharashtra,2020,405,585,334,0.308400583,216000,0.0464,-1.2354,-1.2354
1112865,m,87,state board,2018,79,state board,14697,2,B.Tech/B.E.,electronics & telecommunications,70,14697,0,Maharashtra,2022,440,540,535,0.756180114,567000,-2.1698,-5.0763,-5.0763
305041,f,89.8,cbse,2015,83.8,cbse,5232,2,B.Tech/B.E.,computer engineering,70,5232,0,Haryana,2019,535,455,525,0.843123727,864000,-0.2628,1.6082,1.6082
1062173,m,80,state board,2017,89,state board,4557,2,B.Tech/B.E.,computer science & engineering,62,4557,1,Telangana,2021,325,530,405,0.356536488,261000,0.99,-1.244,-1.244
327623,m,84,cbse,2016,83,cbse,7542,2,B.Tech/B.E.,information technology,74.5,7542,1,Delhi,2020,725,465,555,0.600057182,810000,-0.4173,-0.4455,-0.4455
360992,f,91,state board,2016,80,state board,2342,2,B.Tech/B.E.,electronics and communication engineering,76,2342,1,Tamil Nadu,2020,535,475,415,0.538386893,423000,-0.5719,0.5419,0.5419
1044759,m,89.6,cbse,2018,83.8,cbse,13128,2,B.Tech/B.E.,electronics and communication engineering,76.4,13128,1,Delhi,2022,650,565,595,0.338786347,594000,0.7027,1.0554,1.0554
454921,m,82,0,2016,60,0,272,2,B.Tech/B.E.,information technology,80,272,0,Punjab,2020,585,525,475,0.735795709,576000,-0.1082,-0.7615,-0.7615
283164,m,70,icse,2014,73.8,isc,4234,2,B.Tech/B.E.,computer engineering,70.13,4234,0,Uttar Pradesh,2019,825,505,485,0.884122512,1287000,0.51,0.5024,0.5024
1238094,m,59.57,state board,2015,55,state board,272,2,M.Tech./M.E.,computer science & engineering,88,272,0,Punjab,2023,395,540,535,0.992259189,261000,0.4155,-0.0943,-0.0943
702081,m,83,cbse,2016,81,cbse,2027,2,B.Tech/B.E.,electronics and electrical engineering,79.2,2027,0,Haryana,2020,440,655,705,0.837620726,324000,-1.0208,-0.2859,-0.2859
470741,f,67.8,0,2016,65.2,0,12184,2,B.Tech/B.E.,computer engineering,72.18,12184,0,Madhya Pradesh,2020,525,305,405,0.24545566,324000,0.51,0.7788,0.7788
1088859,m,82.4,icse,2018,81.2,icse,8159,2,B.Tech/B.E.,information technology,69,8159,0,Uttar Pradesh,2022,535,470,585,0.622642916,135000,0.99,-1.6273,-1.6273
431891,f,79,icse,2016,74.6,cbse,5232,2,B.Tech/B.E.,computer engineering,71.2,5232,0,Haryana,2020,525,435,505,0.488347977,504000,-1.4606,-2.3412,-2.3412
272323,f,81.2,cbse,2015,82.8,cbse,11537,2,B.Tech/B.E.,computer engineering,73,11537,0,Uttar Pradesh,2019,525,625,585,0.635978756,702000,0.51,0.6603,0.6603
1008832,m,73.5,state board,2017,71,state board,6518,2,B.Tech/B.E.,mechanical engineering,71,6518,0,Uttar Pradesh,2021,570,545,500,0.8295846,585000,0.99,0.6721,0.6721
852303,m,90.6,state board,2017,94.3,state board,11490,2,B.Tech/B.E.,electronics and communication engineering,84,11490,0,Andhra Pradesh,2021,520,460,620,0.493596387,540000,0.99,0.6721,0.6721
794755,f,91.6,icse,2018,90.2,cbse,13439,2,B.Tech/B.E.,computer science & engineering,74,13439,0,Jharkhand,2022,615,610,680,0.978799293,810000,0.2718,0.6721,0.6721
535627,m,86,cbse,2018,83.8,cbse,12290,2,B.Tech/B.E.,information technology,77,12290,0,Himachal Pradesh,2022,555,605,560,0.486747008,909000,0.9737,0.3444,0.3444
612621,m,73,cbse,2017,79,state board,12755,2,B.Tech/B.E.,electronics and communication engineering,75,12755,0,Tamil Nadu,2021,440,315,430,0.538386893,432000,-0.4463,-1.4356,-1.4356
797585,m,65,state board,2015,50,state board,7000,2,MCA,computer application,73.14,7000,1,Karnataka,2021,625,495,430,0.793580615,432000,-0.8772,-0.4776,-0.4776
294861,m,86,tn state board,2014,82,tn state board,431,2,B.Tech/B.E.,information technology,71,431,0,Tamil Nadu,2018,485,505,505,0.600057182,360000,-1.0355,-0.6035,-0.6035
919485,m,86,cbse,2018,74.44,cbse,7376,2,B.Tech/B.E.,computer science & engineering,73.38,7376,0,Uttar Pradesh,2022,520,575,650,0.486747008,810000,0.5591,-0.0943,-0.0943
328471,m,91.6,cbse,2016,85.8,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,77.7,55,0,Uttar Pradesh,2020,534,575,685,0.376059587,603000,-0.5719,0.1864,0.1864
319780,f,89,cbse,2014,78,cbse,6038,2,B.Tech/B.E.,computer engineering,73.14,6038,0,Uttar Pradesh,2019,545,485,544,0.884122512,558000,0.51,0.3444,0.3444
190589,f,87.4,cbse,2013,83,cbse,4441,1,B.Tech/B.E.,biotechnology,71,4441,0,Madhya Pradesh,2019,645,485,544,-1,810000,0.51,0.6603,0.6603
31330,m,78,cbse,2012,83,cbse,2,1,B.Tech/B.E.,information technology,72.13,2,1,Delhi,2018,444,555,695,0.999904558,1080000,0.6646,0.0284,0.0284
945679,m,93.33,icse,2017,76.66,cbse,8440,1,B.Tech/B.E.,ceramic engineering,72,8440,0,Orissa,2022,650,570,750,-1,603000,0.5591,0.6721,0.6721
743559,m,75,cbse,2016,77,cbse,708,2,B.Tech/B.E.,electronics and communication engineering,70.45,708,0,Karnataka,2021,455,595,545,0.112139438,270000,1.2772,0.8637,0.8637
795018,m,71.3,cbse,2016,63.8,state board,222,2,MCA,computer application,79.6,222,0,Jharkhand,2022,325,475,370,0.622642916,324000,-1.308,-1.244,-1.244
1288243,m,81,cbse,2020,73,cbse,23,2,B.Tech/B.E.,information technology,61.6,23,0,Uttar Pradesh,2022,640,570,495,0.356536488,648000,-0.4463,0.6721,0.6721
662316,m,55,state board,2017,68,state board,10881,2,B.Tech/B.E.,computer engineering,74.9,10881,1,West Bengal,2021,440,560,545,0.793580615,324000,0.5591,-1.0524,-1.0524
553393,f,83.4,cbse,2016,88.2,cbse,13210,2,B.Tech/B.E.,electronics and communication engineering,72.3,13210,0,Uttar Pradesh,2021,450,450,445,0.124502074,324000,0.4155,-0.0943,-0.0943
928178,m,64.8,state board,2017,69.4,state board,7736,2,B.Tech/B.E.,information technology,73.8,7736,0,Chhattisgarh,2021,465,475,385,0.356536488,432000,0.1282,0.2889,0.2889
1044834,m,83.5,cbse,2018,87.2,cbse,7542,2,B.Tech/B.E.,computer science & engineering,79.95,7542,1,Delhi,2022,580,615,510,0.953899775,630000,0.5591,-1.0524,-1.0524
47016,m,82.27,matriculation,2014,80.58,state board,434,2,B.Tech/B.E.,electronics and communication engineering,61,434,1,Tamil Nadu,2018,495,465,575,0.124502074,720000,-0.4173,0.0284,0.0284
1255815,m,71.1,cbse,2019,64.5,state board,14169,2,B.Tech/B.E.,mechanical engineering,60.05,14169,0,Uttar Pradesh,2023,560,340,390,0.328746379,270000,-0.0154,-1.244,-1.244
1293567,m,91.4,icse,2018,81.2,cbse,11848,1,B.Tech/B.E.,computer science & engineering,73,11848,0,Bihar,2023,755,640,740,0.998876108,270000,-0.2632,0.1275,0.1275
449905,f,78,cbse,2016,79.4,cbse,4450,2,B.Tech/B.E.,computer engineering,76.76,4450,0,Uttar Pradesh,2020,465,575,625,0.864685413,819000,1.2828,-0.9194,-0.9194
1037712,m,77,state board,2017,69,state board,4979,2,B.Tech/B.E.,electronics and communication engineering,84.1,4979,0,West Bengal,2021,490,590,655,-1,432000,0.5591,0.6721,0.6721
258837,m,80,rbse,2013,75,rbse,11444,2,B.Tech/B.E.,electrical engineering,71.56,11444,0,Rajasthan,2019,375,495,445,0.376059587,630000,0.51,0.0284,0.0284
336787,f,89,0,2016,94.16,0,3076,2,B.Tech/B.E.,information technology,89.2,3076,0,Tamil Nadu,2020,425,515,655,0.930370607,693000,0.0464,-0.2875,-0.2875
509967,m,87.33,rbse,2016,82.46,rbse,11444,2,B.Tech/B.E.,mechanical engineering,73.83,11444,0,Rajasthan,2020,640,610,650,0.995613797,792000,1.2828,0.6603,0.6603
798860,m,73.94,state board,2017,79.16,state board,9361,2,MCA,computer application,86,9361,0,Tamil Nadu,2021,535,460,680,0.974396113,684000,0.4155,-0.4776,-0.4776
334430,m,79.8,0,2015,81,0,1622,2,B.Tech/B.E.,electronics and communication engineering,76.03,1622,0,Madhya Pradesh,2020,425,535,605,0.694479328,756000,1.4374,-0.7615,-0.7615
331226,f,92,board of secondary education,2016,94.8,board of intermediate education,9769,2,B.Tech/B.E.,electronics and communication engineering,77.33,9769,1,Telangana,2020,505,525,505,0.960603252,648000,0.0464,-0.7615,-0.7615
794736,m,76,icse,2017,78,icse,8346,2,B.Tech/B.E.,electronics and electrical engineering,70.6,8346,0,Uttar Pradesh,2022,730,570,665,0.661834476,576000,-0.5899,-0.4776,-0.4776
325423,m,78.93,0,2016,65,0,7172,2,B.Tech/B.E.,computer engineering,67.63,7172,0,Maharashtra,2020,535,535,455,0.600057182,639000,-0.2628,0.3444,0.3444
823924,m,80.6,cbse,2017,74.6,cbse,17205,2,B.Tech/B.E.,computer science & engineering,57.5,17205,0,Punjab,2022,485,440,445,0.356536488,324000,0.2718,-0.6692,-0.6692
244806,m,83.2,sslc,2015,77.33,puc,2634,2,B.Tech/B.E.,electronics and electrical engineering,75.67,2634,1,Karnataka,2019,655,415,485,0.376059587,882000,-0.4173,-0.6035,-0.6035
206788,m,52.7,0,2013,45.6,0,144,2,MCA,computer application,69.7,144,0,Uttar Pradesh,2019,345,385,345,0.600057182,540000,-2.272,-0.4455,-0.4455
803778,m,69.5,state board,2016,68.5,state board,7770,2,B.Tech/B.E.,information technology,69.9,7770,0,Madhya Pradesh,2021,475,500,235,0.413838256,3600000,0.5591,1.0554,1.0554
1125281,m,85,state board,2017,85.6,state board,8819,2,M.Tech./M.E.,computer science & engineering,80,8819,1,Telangana,2023,630,510,485,0.622642916,216000,1.2772,1.0554,1.0554
133803,f,67.25,wbbse,2017,63.4,wbchse,2066,2,B.Tech/B.E.,electrical engineering,69.97,2066,1,West Bengal,2018,455,565,565,0.694479328,432000,0.9737,1.4502,1.4502
1244355,m,88.2,cbse,2018,80.8,cbse,15866,2,B.Tech/B.E.,computer science & engineering,70,15866,0,Haryana,2022,735,595,545,0.999910408,585000,1.9953,0.2889,0.2889
1204764,m,76.2,cbse,2018,63.8,cbse,2783,2,B.Tech/B.E.,computer science & engineering,66,2783,0,Rajasthan,2022,455,455,465,0.144789889,180000,-1.308,0.0973,0.0973
1187199,m,67.2,cbse,2015,58.6,cbse,3879,2,B.Tech/B.E.,information technology,66.6,3879,0,Madhya Pradesh,2020,630,565,620,0.842248322,324000,-0.159,-0.2859,-0.2859
1083692,m,76,cbse,2019,66.66,cbse,12374,2,B.Tech/B.E.,mechanical engineering,65,12374,0,Punjab,2023,500,400,475,0.125690182,450000,-2.457,-2.2021,-2.2021
1045625,m,89.5,state board,2018,78.83,state board,8440,1,B.Tech/B.E.,metallurgical engineering,73,8440,0,Orissa,2022,455,485,605,0.863724178,540000,-2.7443,-0.2859,-0.2859
662630,m,56,cbse,2017,63,cbse,9072,2,B.Tech/B.E.,electronics & telecommunications,65,9072,0,Orissa,2021,404,495,405,0.279258512,396000,0.2718,-1.0524,-1.0524
768298,m,90.2,cbse,2019,84.8,cbse,229,1,B.Tech/B.E.,computer engineering,66.23,229,1,Maharashtra,2023,545,670,680,0.842248322,2700000,-0.4463,0.4805,0.4805
212018,f,75.6,0,2014,77,0,5690,2,B.Tech/B.E.,mechanical engineering,70.66,5690,0,Uttar Pradesh,2019,505,404,524,0.535862819,495000,0.6646,0.6603,0.6603
997622,m,83.68,state board,2018,84.5,state board,904,2,B.Tech/B.E.,computer science & engineering,72.3,904,1,Karnataka,2022,580,605,570,0.622642916,900000,-1.308,-2.5853,-2.5853
627921,m,79.8,cbse,2016,75.6,cbse,5238,2,B.Tech/B.E.,electronics and communication engineering,61.9,5238,0,Haryana,2020,405,620,620,0.376059587,918000,1.1336,0.2889,0.2889
856638,m,84.4,cbse,2017,76,cbse,226,2,B.Tech/B.E.,mechanical engineering,63,226,1,Maharashtra,2021,430,595,545,0.977066467,333000,0.8463,-0.0943,-0.0943
514622,m,72,0,2015,72,0,6271,2,B.Tech/B.E.,information technology,70.5,6271,0,Uttarakhand,2020,440,570,530,0.81941653,882000,0.0464,0.1864,0.1864
818479,m,85.8,cbse,2018,83,cbse,11898,1,B.Tech/B.E.,electronics and communication engineering,91,11898,0,Madhya Pradesh,2022,555,545,590,0.649389715,540000,-0.159,-0.6692,-0.6692
530225,m,73,icse,2017,77,cbse,11759,2,B.Tech/B.E.,electronics and communication engineering,79.67,11759,0,Uttarakhand,2021,475,585,515,0.229481755,738000,0.51,0.1864,0.1864
390024,m,73,0,2016,57.8,0,10342,2,B.Tech/B.E.,computer engineering,58,10342,1,Karnataka,2020,375,435,495,0.276047228,405000,-0.2628,-1.0774,-1.0774
1297757,m,83.04,state board,2014,72.6,state board,708,2,M.Tech./M.E.,electronics and communication engineering,64.95,708,0,Karnataka,2021,535,375,375,0.279258512,180000,1.4208,0.6721,0.6721
336591,f,83,0,2016,66,0,3427,2,B.Tech/B.E.,mechanical engineering,78,3427,0,Orissa,2020,305,515,495,0.714529363,594000,0.9737,-0.9194,-0.9194
1060355,m,87,state board,2018,81,state board,12984,2,B.Tech/B.E.,electronics and communication engineering,72,12984,0,Tamil Nadu,2022,570,495,525,0.053160305,540000,0.5591,-1.6273,-1.6273
1288236,m,85,cbse,2018,82,cbse,110,2,B.Tech/B.E.,electronics and communication engineering,70.6,110,0,Haryana,2022,510,655,665,-1,585000,0.8463,-0.4776,-0.4776
837194,m,79.2,cbse,2017,76.6,cbse,2952,2,B.Tech/B.E.,electronics and communication engineering,67.6,2952,1,Karnataka,2021,650,580,635,0.976292561,558000,-0.4463,-0.8608,-0.8608
593198,m,74,board secondary  education,2017,81,baord of intermediate education,12210,2,B.Tech/B.E.,aeronautical engineering,67.1,12210,1,Telangana,2021,510,555,530,-1,216000,0.2718,-0.0943,-0.0943
817070,m,77.86,state board,2014,64.33,state board,4795,2,M.Tech./M.E.,computer science & engineering,70,4795,0,Maharashtra,2021,590,555,590,0.990008757,945000,-1.4517,-0.0943,-0.0943
1072592,m,81.66,state board,2017,58.55,state board,2318,2,B.Tech/B.E.,information science engineering,55.9,2318,1,Karnataka,2021,630,680,560,0.486747008,414000,0.99,1.0554,1.0554
872267,m,82.6,cbse,2017,76,cbse,6904,2,B.Tech/B.E.,electronics and electrical engineering,78,6904,1,Tamil Nadu,2022,510,560,485,0.837620726,540000,-1.0208,-1.4356,-1.4356
1183033,f,89,state board,2018,90.6,state board,5338,2,B.Tech/B.E.,computer science & engineering,70.4,5338,0,Andhra Pradesh,2022,335,505,630,0.622642916,549000,1.4208,0.6721,0.6721
894646,m,85,state board,2018,76.7,state board,14820,2,B.Tech/B.E.,mechanical engineering,67.66,14820,0,Andhra Pradesh,2022,520,350,325,0.45901584,369000,0.8463,1.6302,1.6302
140069,f,91.2,karnataka secondary school of examination,2014,84.63,karnataka pre university board,4437,2,B.Tech/B.E.,computer engineering,78.15,4437,0,Karnataka,2018,455,535,445,0.635978756,576000,-0.1082,0.3444,0.3444
207052,m,83.4,cbse,2014,77.4,isc,49,1,B.Tech/B.E.,electronics and electrical engineering,70,49,0,Uttar Pradesh,2019,565,675,725,0.910770164,918000,-0.5719,0.3444,0.3444
1087164,f,79,state board,2018,72.5,state board,1228,2,B.Tech/B.E.,electronics and electrical engineering,66.43,1228,1,Karnataka,2022,525,360,370,0.298769129,369000,-0.0154,1.4386,1.4386
1077918,m,62.4,state board,2014,67.17,state board,2665,2,B.Tech/B.E.,electronics & telecommunications,60.14,2665,0,Maharashtra,2021,420,615,465,0.88162007,252000,-0.5899,0.0973,0.0973
633445,m,81.2,cbse,2017,76.4,cbse,11630,2,B.Tech/B.E.,mechanical engineering,72.3,11630,0,Uttar Pradesh,2021,765,605,665,0.755375121,648000,1.5644,1.247,1.247
227704,f,90.6,ssc,2015,92.3,bieap,2818,2,B.Tech/B.E.,electronics and communication engineering,78.07,2818,1,Telangana,2019,625,545,605,0.0587928,675000,0.2009,0.9763,0.9763
224906,m,55,0,2012,43,0,215,2,MCA,computer application,62,215,1,Maharashtra,2019,305,415,285,0.24545566,324000,0.51,0.1187,0.1187
844474,m,69,cbse,2017,69,cbse,168,2,B.Tech/B.E.,computer science & engineering,66,168,0,Haryana,2021,325,305,430,0.864685413,351000,0.4155,0.6721,0.6721
430002,m,73,metric,2016,74,state,1227,2,B.Tech/B.E.,information technology,69.2,1227,1,Tamil Nadu,2020,415,635,455,0.793580615,558000,-0.7264,-0.643,-0.643
965223,m,72.4,icse,2018,72.8,icse,9062,2,B.Tech/B.E.,electronics and communication engineering,71.77,9062,1,Telangana,2022,465,375,510,0.20739217,585000,0.2718,0.0973,0.0973
813473,f,78.33,cbse,2016,67.6,cbse,15866,2,B.Tech/B.E.,computer science & engineering,65.72,15866,0,Haryana,2020,510,655,605,0.488347977,495000,1.8517,1.6302,1.6302
78936,m,68,cbse,2014,59.2,cbse,137,2,B.Tech/B.E.,electronics and communication engineering,65,137,0,Uttar Pradesh,2018,355,455,495,0.376059587,675000,-1.6538,0.0284,0.0284
280505,f,86.6,board of secondary education,2015,92,board of intermediate,9775,2,B.Tech/B.E.,computer engineering,77.96,9775,1,Telangana,2019,495,555,425,0.793580615,927000,0.8192,0.1864,0.1864
276354,f,81,cbse,2015,77,cbse,10599,2,B.Tech/B.E.,information technology,82.9,10599,0,Punjab,2019,445,505,525,0.563267824,684000,0.3555,0.0284,0.0284
327206,m,61.6,maharashtra state board,2014,57.83,maharashtra state board,6196,2,B.Tech/B.E.,computer engineering,49.07,6196,0,Maharashtra,2021,655,425,555,0.635978756,630000,-1.2287,-0.1295,-0.1295
1192794,f,85.83,state board,2018,86,state board,11554,2,B.Tech/B.E.,information technology,86,11554,0,Maharashtra,2022,315,480,295,0.144789889,477000,-0.159,-1.244,-1.244
624680,f,83,state board,2017,85,state board,6996,2,B.Tech/B.E.,electronics & instrumentation eng,70,6996,1,Tamil Nadu,2021,535,410,370,0.338786347,585000,-2.8879,-5.6512,-5.6512
538185,m,84.3,0,2017,86.5,0,6196,2,B.Tech/B.E.,electronics engineering,68.87,6196,0,Maharashtra,2021,580,580,560,0.229481755,684000,-1.0355,0.4234,0.4234
898205,m,69.66,cbse,2017,69.6,cbse,66,2,B.Tech/B.E.,information technology,71.7,66,0,Uttar Pradesh,2022,510,460,575,0.667326452,612000,-2.457,-1.244,-1.244
306449,m,79.78,maharashtra sate board,2015,64,maharashtra state board,1281,2,B.Tech/B.E.,electronics & telecommunications,56.43,1281,1,Maharashtra,2019,585,655,625,0.824666401,504000,0.0464,-0.4455,-0.4455
553697,m,90.4,cbse,2017,80.4,cbse,48,1,B.Tech/B.E.,information technology,74,48,1,Delhi,2021,325,555,705,0.635978756,738000,-0.159,-1.0524,-1.0524
1202633,m,84,state board,2017,88,state board,11024,2,B.Tech/B.E.,electronics and electrical engineering,72.5,11024,1,Telangana,2021,580,565,545,0.423951396,540000,0.1282,0.8637,0.8637
319644,f,93,0,2016,97,0,11511,2,B.Tech/B.E.,electronics and communication engineering,80.5,11511,0,Andhra Pradesh,2020,585,655,735,0.538386893,711000,-0.881,-1.2354,-1.2354
212917,m,91.86,matric,2015,94.5,hsc,4968,2,B.Tech/B.E.,electronics and communication engineering,69.06,4968,1,Tamil Nadu,2019,485,404,505,0.824666401,162000,-0.2628,0.3444,0.3444
313765,m,79.66,ssc,2014,87,intermediate,5069,2,B.Tech/B.E.,mechanical engineering,74.1,5069,0,Andhra Pradesh,2018,525,475,505,0.304510914,540000,-0.881,-0.1295,-0.1295
128849,m,87,board of secondary education,2013,92,board of intermediate education,1428,2,B.Tech/B.E.,electrical engineering,63.96,1428,1,Telangana,2017,445,605,525,0.298769129,288000,0.7027,-1.8189,-1.8189
425362,f,65,cbse,2016,58,cbse,75,2,B.Tech/B.E.,information technology,70,75,0,Uttar Pradesh,2020,404,464,425,0.704090412,261000,-0.4173,-0.4455,-0.4455
1248085,m,70.2,cbse,2017,61.8,state board,17633,2,B.Tech/B.E.,information technology,69,17633,0,Orissa,2022,455,370,485,0.622642916,270000,0.1282,0.2889,0.2889
1048691,m,73,icse,2018,62,cbse,78,2,B.Tech/B.E.,computer science & engineering,75,78,0,Uttar Pradesh,2022,405,545,535,0.953899775,261000,0.7027,-0.8608,-0.8608
990077,m,70,state board,2014,43.42,"p u board, karnataka",11388,2,B.Tech/B.E.,electronics and communication engineering,55.52,11388,1,Karnataka,2022,370,360,270,0.649389715,324000,-0.7335,-5.0763,-5.0763
231229,m,84.67,0,2014,86.46,0,264,1,B.Tech/B.E.,chemical engineering,85.8,264,1,Rajasthan,2019,545,525,715,-1,1314000,-1.3447,-1.7093,-1.7093
1191730,m,63,cbse,2017,64,cbse,7148,2,B.Tech/B.E.,electronics and electrical engineering,72.4,7148,0,Punjab,2021,500,460,415,0.193768442,189000,1.1336,-0.4776,-0.4776
831967,m,88.8,state board,2018,94.6,state board,9748,2,B.Tech/B.E.,electrical engineering,80.6,9748,1,Telangana,2022,510,525,720,0.938399137,549000,-0.7335,-0.8608,-0.8608
651925,m,76,cbse,2017,67,state board,8421,2,B.Tech/B.E.,electronics and communication engineering,64,8421,1,Karnataka,2021,730,520,590,0.538386893,585000,1.1336,1.0554,1.0554
1107633,m,64.4,cbse,2017,79.2,cbse,527,2,B.Tech/B.E.,computer science & engineering,70.14,527,0,Haryana,2021,560,545,595,0.81941653,324000,-0.0154,0.2889,0.2889
942616,m,87.8,state board,2013,83.8,state board,10726,2,B.Tech/B.E.,computer science & engineering,80,10726,0,Tamil Nadu,2018,310,535,470,-1,288000,0.4034,0.7631,0.7631
